Nota,TitluReview,Nume,Data,Review
10/10,Outstanding,ms-98821,10/12/2019,"As an avid movie watcher, I can't help but get bothered by the amount of people comparing the jokers from the latest film to the one in Dark Knight. Let me first clear the fact that I think Heath Ledger's performance in the dark knight set the bar extremely high for anyone that was to play the role again, this was clear from the miserable attempt by Jared Leto in suicide squad.The joker in the latest instalment is about how he became the joker and the revelations of his childhood trauma and mental illness, it's the back story to everything you've ever seen about a joker. It is stupidly wrong for anyone to compare him to the Joker from the dark knight, where we see a matured chaotic version, a finished product more or less.This movie was not supposed to tell you a story with a begging middle and end, it doesn't have a very sold narrative nor it's supposed to be a fast paced watch. There's nothing wrong with that and I honestly don't think that's what they were going for. It portrays his existing struggle with his illness, his failed career aspirations and the harshness of the society he's in. The movie is about him and him only, the uprising of the joker everyone knew before this movie.If you're still bothered by the story then let the cinematography and sounds effects sink in for a moment.My final opinion is about the acting, it is one of the most original and convincing roles I've ever seen in a film, every move combined with his body language, tone and that horrific laughter captured my attention, which gave me goosebumpsIf Heath Ledger was alive today, he'd most certainly be proud of Joaquin's acting"
10/10,Absolutely fantastic!,nejcnemcek-01404,10/11/2019,Absolutely fantastic!
10/10,Best Since the Dark Knight,nicholaslacorte,10/10/2019,"One of the best films since the Dark Knight trilogy came out. So incredibly profound that I left the theater appreciating it more and more as I couldn't stop thinking about all the subtleties in the script and acting that made it perfect. I've never seen another movie like it. Going to see it again soon and will buy the blu-Ray when it's released. I had high expectations and it exceeded them. Do not listen to the critics and do not think ""it's just hype"" go see it for your self and see how incredible this masterpiece truly is."
10/10,For watch so many times,manx-48234,10/8/2019,This movie is a really art work! It's amazing! The best of 2019! Joaquin Phoenix always be live in our hearts
10/10,Amazing performance by Joaquin Phoenix!,talhafarid,10/7/2019,"This was just brilliant! It's been a long time since I enjoyed a DC film. Got no words, Joaquin deserves an Oscar for his performance as the Joker."
10/10,Incredible Oscar-worthy movie,charleshthompson-86934,10/6/2019,Did the Critics watch the same movie as everyone else?
10/10,Masterpiece,miketikas-45875,10/5/2019,Thats the first time in my life i made an account here just so i can rate this movie 10/10
10/10,Completely beautiful masterpiece!,josephmuller,10/5/2019,I made an account because of this movie. I loved every second of it. This is the best actor to ever grace DC I almost find it impossible to believe they'll keep the quality up after this movie. I laugh at the controversies surrounding this by people with no clue as to what mental illness is or lack the capacity to know the spectrum it covers. See this movie. You will walk away having been impacted by one thing or the other.
10/10,Best movie in 2019,rvd-26704,10/5/2019,Best movie in 2019.Just watch it...really awesome..
10/10,Simply just astonishing,gabornagy81,10/5/2019,"In my opinion this movie should be the example for future films, because it proved that good movies can be created without cgi. This movie contains a profound character, and plot. Furthermore, Joaquin Phoenix's play is exceptional, and his devotion for this role can not be ignored. I can recommend it to those, who want to know the origin of Joker."
10/10,Joaquin Phoenix does the role of his life.,benjilundback,10/4/2019,"It's a masterpiece. Simple as that. Joaquin does the role of his life in this movie. It felt so real, Arthur really is a troubled man and boy did we get the perfect man to play him. The writing and directing is also amazing, Todd Phillips really makes you feel the Scorsese-Taxi Driver vibes. It's so dark and it makes you sympathize with Arthur when you really shouldn't in a way.I am going to watch it again, for sure. Easily one of my favorite movies of all time. This will be a classic."
10/10,One of the greatest Masterpieces ever ?,jonniebubble,10/3/2019,"When I sat to watch the Joker , I was anxious because as a person I do not like comic book movies . It's just my taste . I really don't find those movies so important because most of the times , they do not transmit a message . However , my opinion changed when I viewed the Joker . Personally , I do not think that this movie is a comic book one . It is a drama that shows the tragic life of an ordinary individual , who is disregarded by the society around him . From a specific point of view , you feel sorry for him and you really want to blame the rich and powerful who have created a societal trap that helps them achieve their personal goals while ordinary people suffer every day . From another perspective however , you are scared and terrified by his reaction to all this misery that society brings to him . That's what this movie perfectly does . It creates a story that is split in two subjective realities . The distorted reality of Arthur Fleck that is influenced greatly by his mental illness and the reality through the eyes of the common people that blame his actions . It is a story that depends on how the viewer wants to see it . But I think that the story really shows the life of a man who did the wrong things and reacted in a psychopathic way to his problems , partly because of his mental illness and partly because of the pressure that was created by the environment around him . It is a story that does not justify this guy , but also does not accuse him . It just shows us that we , as a whole , sometimes create a Joker , without often realising it . So , for me it is a presentation of the two sides of the same story , those of an unstable and poor individual in a cruel dystopian city that does not care for people like him and those of the people with common sense . Additionally , it wants to tell people that they should take care of men and women who have mental problems and they should fight for a better world that does not treat the unprivileged so harshly as it does ."
